U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.677;0.669;0.671;0.672;0.661;3.35;63.526;0.63526
0.677;0.669;0.671;0.672;0.661;3.35;63.502;0.63502
0.677;0.669;0.671;0.672;0.661;3.35;63.468;0.63468
0.677;0.669;0.671;0.671;0.661;3.349;63.429;0.63429
0.677;0.669;0.671;0.672;0.661;3.35;63.414;0.63414
0.677;0.67;0.671;0.672;0.661;3.351;63.375;0.63375
0.677;0.669;0.671;0.672;0.661;3.35;63.37;0.6337
0.677;0.669;0.671;0.672;0.661;3.35;63.38;0.6338
0.678;0.669;0.671;0.672;0.661;3.351;63.355;0.63355
0.678;0.67;0.671;0.672;0.661;3.352;63.316;0.63316
0.678;0.67;0.672;0.672;0.661;3.353;63.302;0.63302
0.678;0.67;0.672;0.672;0.661;3.353;63.306;0.63306
0.678;0.67;0.672;0.672;0.661;3.353;63.243;0.63243
0.678;0.67;0.672;0.672;0.661;3.353;63.228;0.63228
0.678;0.67;0.672;0.672;0.661;3.353;63.228;0.63228
0.678;0.67;0.672;0.672;0.661;3.353;63.204;0.63204
0.678;0.67;0.672;0.672;0.661;3.353;63.199;0.63199
0.678;0.67;0.672;0.672;0.661;3.353;63.175;0.63175
0.678;0.67;0.672;0.672;0.661;3.353;63.16;0.6316
0.678;0.67;0.672;0.672;0.662;3.354;63.121;0.63121
0.678;0.67;0.672;0.673;0.662;3.355;63.082;0.63082
0.679;0.67;0.672;0.673;0.662;3.356;63.106;0.63106
0.679;0.67;0.672;0.672;0.662;3.355;63.052;0.63052
0.679;0.67;0.672;0.673;0.662;3.356;63.023;0.63023
0.678;0.67;0.672;0.673;0.662;3.355;63.028;0.63028
0.678;0.67;0.672;0.673;0.662;3.355;63.023;0.63023
0.678;0.67;0.673;0.673;0.662;3.356;62.965;0.62965
0.678;0.67;0.673;0.673;0.662;3.356;62.96;0.6296
0.679;0.67;0.673;0.673;0.662;3.357;62.93;0.6293
0.679;0.67;0.673;0.673;0.662;3.357;62.921;0.62921
0.679;0.671;0.673;0.673;0.662;3.358;62.901;0.62901
0.679;0.67;0.673;0.673;0.662;3.357;62.877;0.62877
0.679;0.67;0.672;0.673;0.662;3.356;62.882;0.62882
0.679;0.671;0.673;0.673;0.662;3.358;62.847;0.62847
0.679;0.671;0.673;0.673;0.662;3.358;62.833;0.62833
0.679;0.671;0.673;0.673;0.662;3.358;62.818;0.62818
0.679;0.671;0.673;0.673;0.662;3.358;62.794;0.62794
0.679;0.671;0.673;0.673;0.663;3.359;62.803;0.62803
0.679;0.671;0.673;0.673;0.663;3.359;62.75;0.6275
0.679;0.671;0.673;0.673;0.662;3.358;62.74;0.6274
0.679;0.672;0.673;0.673;0.663;3.36;62.725;0.62725
0.679;0.671;0.673;0.673;0.663;3.359;62.696;0.62696
0.679;0.671;0.673;0.673;0.663;3.359;62.672;0.62672
0.68;0.671;0.673;0.673;0.663;3.36;62.632;0.62632
0.68;0.672;0.673;0.673;0.663;3.361;62.623;0.62623
0.68;0.671;0.673;0.673;0.663;3.36;62.608;0.62608
0.68;0.672;0.673;0.673;0.663;3.361;62.608;0.62608
0.68;0.672;0.673;0.674;0.663;3.362;62.574;0.62574
0.68;0.672;0.674;0.674;0.663;3.363;62.535;0.62535
0.68;0.672;0.673;0.674;0.663;3.362;62.525;0.62525
0.68;0.672;0.674;0.674;0.663;3.363;62.505;0.62505
0.68;0.672;0.673;0.674;0.664;3.363;62.491;0.62491
0.68;0.672;0.674;0.674;0.664;3.364;62.496;0.62496
0.68;0.672;0.674;0.674;0.663;3.363;62.452;0.62452
0.68;0.673;0.674;0.674;0.664;3.365;62.437;0.62437
0.68;0.672;0.674;0.674;0.664;3.364;62.378;0.62378
0.68;0.673;0.674;0.674;0.664;3.365;62.369;0.62369
0.681;0.672;0.674;0.674;0.664;3.365;62.383;0.62383
0.68;0.672;0.674;0.674;0.664;3.364;62.369;0.62369
0.681;0.673;0.674;0.674;0.664;3.366;62.315;0.62315
0.681;0.673;0.674;0.674;0.664;3.366;62.291;0.62291
0.68;0.672;0.674;0.674;0.664;3.364;62.271;0.62271
0.68;0.673;0.674;0.674;0.664;3.365;62.247;0.62247
0.68;0.673;0.674;0.674;0.664;3.365;62.242;0.62242
0.68;0.673;0.674;0.674;0.664;3.365;62.222;0.62222
0.681;0.673;0.674;0.674;0.664;3.366;62.193;0.62193
0.68;0.673;0.674;0.674;0.664;3.365;62.178;0.62178
0.681;0.673;0.674;0.674;0.664;3.366;62.173;0.62173
0.681;0.673;0.674;0.674;0.664;3.366;62.149;0.62149
0.681;0.673;0.675;0.674;0.664;3.367;62.129;0.62129
0.681;0.673;0.675;0.674;0.664;3.367;62.09;0.6209
0.681;0.673;0.675;0.674;0.664;3.367;62.066;0.62066
0.681;0.673;0.675;0.675;0.664;3.368;62.066;0.62066
0.681;0.673;0.675;0.675;0.665;3.369;62.046;0.62046
0.681;0.673;0.675;0.675;0.665;3.369;62.032;0.62032
0.681;0.673;0.675;0.675;0.665;3.369;61.973;0.61973
0.681;0.673;0.675;0.675;0.665;3.369;61.978;0.61978
0.681;0.673;0.675;0.675;0.665;3.369;61.973;0.61973
0.681;0.673;0.675;0.675;0.665;3.369;61.944;0.61944
0.682;0.674;0.675;0.675;0.665;3.371;61.934;0.61934
0.682;0.674;0.675;0.675;0.665;3.371;61.88;0.6188
0.682;0.674;0.675;0.675;0.665;3.371;61.875;0.61875
0.682;0.674;0.675;0.675;0.665;3.371;61.861;0.61861
0.682;0.674;0.675;0.675;0.665;3.371;61.856;0.61856
0.682;0.674;0.675;0.675;0.665;3.371;61.836;0.61836
0.682;0.674;0.675;0.675;0.665;3.371;61.802;0.61802
0.682;0.674;0.676;0.675;0.665;3.372;61.773;0.61773
0.682;0.674;0.676;0.675;0.665;3.372;61.763;0.61763
0.682;0.674;0.676;0.676;0.665;3.373;61.748;0.61748
0.682;0.674;0.676;0.676;0.665;3.373;61.719;0.61719
0.682;0.674;0.676;0.676;0.665;3.373;61.685;0.61685
0.682;0.674;0.676;0.676;0.666;3.374;61.67;0.6167
0.682;0.674;0.676;0.676;0.666;3.374;61.656;0.61656
0.682;0.674;0.676;0.676;0.666;3.374;61.656;0.61656
0.682;0.674;0.676;0.676;0.666;3.374;61.636;0.61636
0.682;0.674;0.676;0.676;0.666;3.374;61.592;0.61592
0.682;0.674;0.676;0.676;0.666;3.374;61.573;0.61573
0.682;0.674;0.676;0.676;0.666;3.374;61.563;0.61563
0.682;0.674;0.676;0.676;0.666;3.374;61.553;0.61553
0.682;0.674;0.676;0.676;0.666;3.374;61.563;0.61563
0.682;0.675;0.676;0.676;0.666;3.375;61.524;0.61524
0.682;0.674;0.676;0.676;0.666;3.374;61.465;0.61465
0.683;0.674;0.676;0.676;0.666;3.375;61.475;0.61475
0.683;0.675;0.676;0.676;0.666;3.376;61.441;0.61441
0.683;0.675;0.676;0.676;0.666;3.376;61.392;0.61392
0.683;0.675;0.676;0.676;0.666;3.376;61.372;0.61372
0.683;0.675;0.676;0.676;0.666;3.376;61.368;0.61368
0.683;0.675;0.676;0.676;0.666;3.376;61.358;0.61358
0.682;0.675;0.676;0.676;0.666;3.375;61.348;0.61348
0.683;0.675;0.676;0.676;0.666;3.376;61.328;0.61328
0.683;0.675;0.677;0.676;0.666;3.377;61.275;0.61275
0.683;0.675;0.677;0.677;0.666;3.378;61.27;0.6127
0.683;0.675;0.677;0.677;0.666;3.378;61.26;0.6126
0.683;0.675;0.677;0.677;0.667;3.379;61.226;0.61226
0.683;0.675;0.677;0.677;0.667;3.379;61.177;0.61177
0.683;0.675;0.677;0.677;0.667;3.379;61.177;0.61177
0.683;0.675;0.677;0.677;0.667;3.379;61.177;0.61177
0.683;0.675;0.677;0.677;0.667;3.379;61.177;0.61177
0.683;0.675;0.677;0.677;0.667;3.379;61.128;0.61128
0.683;0.675;0.677;0.677;0.667;3.379;61.089;0.61089
0.683;0.675;0.677;0.677;0.667;3.379;61.079;0.61079
0.683;0.675;0.677;0.677;0.667;3.379;61.084;0.61084
0.683;0.675;0.677;0.677;0.667;3.379;61.074;0.61074
0.683;0.675;0.677;0.677;0.667;3.379;61.05;0.6105
0.683;0.676;0.677;0.677;0.667;3.38;61.06;0.6106
0.683;0.676;0.677;0.677;0.667;3.38;60.977;0.60977
0.683;0.676;0.677;0.677;0.667;3.38;60.982;0.60982
0.684;0.676;0.677;0.677;0.667;3.381;60.991;0.60991
0.684;0.676;0.678;0.678;0.667;3.383;60.967;0.60967
0.684;0.676;0.678;0.677;0.667;3.382;60.928;0.60928
0.684;0.676;0.678;0.678;0.668;3.384;60.879;0.60879
0.684;0.676;0.678;0.678;0.667;3.383;60.899;0.60899
0.683;0.676;0.678;0.678;0.668;3.383;60.884;0.60884
0.683;0.676;0.678;0.678;0.668;3.383;60.845;0.60845
0.683;0.676;0.678;0.678;0.668;3.383;60.83;0.6083
0.684;0.676;0.678;0.678;0.668;3.384;60.777;0.60777
0.684;0.676;0.678;0.678;0.668;3.384;60.781;0.60781
0.684;0.676;0.678;0.678;0.668;3.384;60.777;0.60777
0.684;0.676;0.678;0.678;0.669;3.385;60.733;0.60733
0.684;0.676;0.678;0.678;0.668;3.384;60.689;0.60689
0.684;0.676;0.678;0.678;0.668;3.384;60.689;0.60689
0.684;0.677;0.678;0.678;0.668;3.385;60.679;0.60679
0.684;0.677;0.678;0.678;0.668;3.385;60.659;0.60659
0.684;0.677;0.678;0.678;0.668;3.385;60.635;0.60635
0.684;0.677;0.678;0.678;0.669;3.386;60.591;0.60591
0.684;0.677;0.678;0.679;0.668;3.386;60.586;0.60586
0.684;0.677;0.678;0.678;0.669;3.386;60.591;0.60591
0.684;0.677;0.678;0.678;0.669;3.386;60.552;0.60552
0.684;0.677;0.678;0.678;0.669;3.386;60.552;0.60552
0.684;0.677;0.678;0.678;0.668;3.385;60.542;0.60542
0.685;0.677;0.678;0.678;0.669;3.387;60.488;0.60488
0.685;0.677;0.678;0.678;0.669;3.387;60.484;0.60484
0.685;0.677;0.678;0.679;0.669;3.388;60.449;0.60449
0.685;0.677;0.678;0.679;0.669;3.388;60.459;0.60459
0.685;0.677;0.678;0.679;0.669;3.388;60.435;0.60435
0.685;0.677;0.678;0.678;0.669;3.387;60.396;0.60396
0.685;0.677;0.678;0.678;0.669;3.387;60.391;0.60391
0.685;0.677;0.678;0.678;0.669;3.387;60.391;0.60391
0.685;0.677;0.678;0.679;0.669;3.388;60.332;0.60332
0.685;0.678;0.678;0.679;0.669;3.389;60.293;0.60293
0.685;0.678;0.678;0.679;0.669;3.389;60.298;0.60298
0.685;0.678;0.678;0.679;0.669;3.389;60.298;0.60298
0.685;0.677;0.678;0.679;0.669;3.388;60.293;0.60293
0.685;0.678;0.679;0.679;0.669;3.39;60.244;0.60244
0.685;0.678;0.679;0.679;0.669;3.39;60.195;0.60195
0.685;0.678;0.679;0.679;0.67;3.391;60.195;0.60195
0.685;0.678;0.679;0.679;0.669;3.39;60.195;0.60195
0.685;0.678;0.679;0.679;0.669;3.39;60.195;0.60195
0.685;0.678;0.679;0.679;0.67;3.391;60.137;0.60137
0.685;0.678;0.68;0.679;0.67;3.392;60.098;0.60098
0.685;0.678;0.68;0.679;0.67;3.392;60.083;0.60083
0.685;0.678;0.68;0.679;0.67;3.392;60.049;0.60049
0.685;0.678;0.68;0.679;0.67;3.392;60.034;0.60034
0.685;0.678;0.68;0.679;0.67;3.392;60.064;0.60064
0.686;0.678;0.68;0.679;0.67;3.393;60.024;0.60024
0.686;0.678;0.68;0.679;0.67;3.393;59.995;0.59995
0.686;0.678;0.68;0.679;0.67;3.393;59.956;0.59956
0.686;0.678;0.68;0.68;0.67;3.394;59.937;0.59937
0.686;0.678;0.68;0.679;0.67;3.393;59.946;0.59946
0.686;0.678;0.68;0.679;0.67;3.393;59.932;0.59932
0.686;0.678;0.68;0.68;0.67;3.394;59.897;0.59897
0.686;0.678;0.68;0.68;0.67;3.394;59.883;0.59883
0.686;0.678;0.68;0.68;0.67;3.394;59.829;0.59829
0.686;0.678;0.68;0.68;0.67;3.394;59.834;0.59834
0.686;0.679;0.68;0.68;0.67;3.395;59.824;0.59824
0.687;0.679;0.68;0.68;0.671;3.397;59.785;0.59785
0.686;0.679;0.681;0.68;0.671;3.397;59.746;0.59746
0.686;0.679;0.681;0.68;0.671;3.397;59.736;0.59736
0.687;0.679;0.681;0.68;0.671;3.398;59.722;0.59722
0.687;0.679;0.681;0.68;0.671;3.398;59.702;0.59702
0.687;0.679;0.68;0.68;0.671;3.397;59.697;0.59697
0.687;0.679;0.68;0.68;0.671;3.397;59.683;0.59683
0.687;0.679;0.68;0.68;0.671;3.397;59.643;0.59643
0.687;0.679;0.68;0.68;0.671;3.397;59.619;0.59619
0.687;0.679;0.68;0.68;0.671;3.397;59.609;0.59609
0.687;0.679;0.681;0.681;0.671;3.399;59.6;0.596
0.687;0.679;0.68;0.681;0.671;3.398;59.541;0.59541
0.687;0.679;0.681;0.68;0.671;3.398;59.536;0.59536
0.687;0.679;0.681;0.68;0.671;3.398;59.531;0.59531
0.687;0.679;0.681;0.681;0.671;3.399;59.536;0.59536
0.687;0.679;0.681;0.681;0.671;3.399;59.502;0.59502
0.687;0.679;0.681;0.681;0.671;3.399;59.433;0.59433
0.687;0.679;0.681;0.681;0.671;3.399;59.419;0.59419
0.687;0.679;0.681;0.681;0.671;3.399;59.419;0.59419
0.687;0.679;0.681;0.681;0.671;3.399;59.438;0.59438
0.687;0.679;0.681;0.681;0.671;3.399;59.38;0.5938
0.687;0.679;0.681;0.681;0.672;3.4;59.346;0.59346
0.687;0.68;0.681;0.681;0.671;3.4;59.336;0.59336
0.687;0.68;0.681;0.681;0.672;3.401;59.341;0.59341
0.687;0.68;0.681;0.681;0.672;3.401;59.321;0.59321
0.687;0.68;0.682;0.681;0.672;3.402;59.277;0.59277
0.688;0.68;0.682;0.681;0.672;3.403;59.238;0.59238
0.687;0.68;0.682;0.681;0.672;3.402;59.228;0.59228
0.688;0.68;0.682;0.681;0.672;3.403;59.228;0.59228
0.688;0.68;0.682;0.681;0.672;3.403;59.209;0.59209
0.688;0.68;0.682;0.682;0.672;3.404;59.209;0.59209
0.688;0.68;0.682;0.682;0.672;3.404;59.17;0.5917
0.688;0.68;0.682;0.682;0.672;3.404;59.126;0.59126
0.688;0.68;0.682;0.682;0.672;3.404;59.136;0.59136
0.688;0.68;0.682;0.682;0.672;3.404;59.121;0.59121
0.688;0.68;0.682;0.682;0.672;3.404;59.082;0.59082
0.688;0.68;0.682;0.682;0.672;3.404;59.038;0.59038
0.688;0.68;0.682;0.682;0.672;3.404;59.028;0.59028
0.688;0.68;0.682;0.682;0.672;3.404;59.009;0.59009
0.688;0.68;0.682;0.682;0.672;3.404;59.013;0.59013
0.688;0.68;0.682;0.682;0.672;3.404;58.994;0.58994
0.688;0.68;0.682;0.683;0.673;3.406;58.94;0.5894
0.688;0.68;0.682;0.683;0.673;3.406;58.93;0.5893
0.688;0.68;0.682;0.683;0.673;3.406;58.906;0.58906
0.688;0.68;0.682;0.682;0.673;3.405;58.906;0.58906
0.688;0.68;0.682;0.682;0.673;3.405;58.921;0.58921
0.688;0.68;0.682;0.683;0.673;3.406;58.886;0.58886
0.687;0.68;0.683;0.683;0.673;3.406;58.838;0.58838
0.688;0.68;0.682;0.683;0.673;3.406;58.828;0.58828
0.688;0.68;0.682;0.683;0.673;3.406;58.799;0.58799
0.688;0.68;0.683;0.683;0.673;3.407;58.774;0.58774
0.688;0.681;0.683;0.683;0.673;3.408;58.74;0.5874
0.688;0.68;0.683;0.683;0.673;3.407;58.73;0.5873
0.688;0.681;0.683;0.683;0.673;3.408;58.74;0.5874
0.688;0.681;0.683;0.683;0.673;3.408;58.711;0.58711
0.689;0.681;0.683;0.683;0.673;3.409;58.676;0.58676
0.688;0.681;0.683;0.683;0.673;3.408;58.642;0.58642
0.688;0.681;0.683;0.683;0.673;3.408;58.637;0.58637
0.689;0.681;0.683;0.683;0.673;3.409;58.628;0.58628
0.689;0.681;0.683;0.683;0.673;3.409;58.608;0.58608
0.689;0.681;0.683;0.683;0.674;3.41;58.559;0.58559
0.689;0.681;0.683;0.683;0.674;3.41;58.545;0.58545
0.689;0.681;0.683;0.683;0.673;3.409;58.535;0.58535
0.689;0.681;0.683;0.683;0.674;3.41;58.52;0.5852
0.689;0.681;0.683;0.683;0.674;3.41;58.491;0.58491
0.689;0.681;0.683;0.684;0.674;3.411;58.491;0.58491
0.689;0.681;0.683;0.684;0.674;3.411;58.437;0.58437
0.689;0.681;0.683;0.684;0.674;3.411;58.437;0.58437
0.689;0.682;0.684;0.684;0.674;3.413;58.432;0.58432
0.689;0.682;0.684;0.684;0.674;3.413;58.393;0.58393
0.689;0.682;0.684;0.684;0.674;3.413;58.364;0.58364
0.689;0.682;0.684;0.684;0.674;3.413;58.339;0.58339
0.69;0.682;0.684;0.684;0.674;3.414;58.33;0.5833
0.69;0.682;0.684;0.684;0.674;3.414;58.31;0.5831
0.69;0.682;0.684;0.684;0.674;3.414;58.276;0.58276
0.69;0.682;0.684;0.684;0.675;3.415;58.281;0.58281
0.69;0.682;0.684;0.684;0.675;3.415;58.242;0.58242
0.69;0.682;0.684;0.684;0.675;3.415;58.247;0.58247
0.69;0.682;0.684;0.684;0.674;3.414;58.242;0.58242
0.69;0.683;0.684;0.684;0.675;3.416;58.198;0.58198
0.69;0.683;0.684;0.684;0.675;3.416;58.183;0.58183
0.69;0.683;0.684;0.684;0.675;3.416;58.173;0.58173
0.69;0.683;0.684;0.684;0.675;3.416;58.125;0.58125
0.69;0.683;0.684;0.684;0.675;3.416;58.076;0.58076
0.69;0.683;0.684;0.684;0.675;3.416;58.081;0.58081
0.69;0.683;0.684;0.684;0.675;3.416;58.066;0.58066
0.69;0.683;0.684;0.685;0.675;3.417;58.046;0.58046
0.69;0.683;0.684;0.685;0.675;3.417;58.042;0.58042
0.691;0.683;0.684;0.685;0.675;3.418;58.032;0.58032
0.69;0.683;0.684;0.685;0.675;3.417;57.983;0.57983
0.69;0.683;0.684;0.685;0.675;3.417;57.954;0.57954
0.691;0.683;0.684;0.685;0.676;3.419;57.939;0.57939
0.691;0.683;0.684;0.685;0.675;3.418;57.949;0.57949
0.691;0.683;0.685;0.685;0.675;3.419;57.939;0.57939
0.691;0.683;0.685;0.685;0.675;3.419;57.861;0.57861
0.691;0.683;0.685;0.685;0.676;3.42;57.851;0.57851
0.691;0.683;0.685;0.685;0.676;3.42;57.851;0.57851
0.691;0.683;0.684;0.685;0.675;3.418;57.851;0.57851
0.691;0.683;0.684;0.685;0.676;3.419;57.836;0.57836
0.691;0.683;0.684;0.685;0.676;3.419;57.817;0.57817
0.691;0.683;0.685;0.685;0.676;3.42;57.768;0.57768
0.691;0.683;0.685;0.685;0.676;3.42;57.753;0.57753
0.691;0.683;0.685;0.685;0.676;3.42;57.744;0.57744
0.691;0.683;0.685;0.685;0.676;3.42;57.695;0.57695
0.691;0.684;0.685;0.686;0.676;3.422;57.675;0.57675
0.691;0.684;0.685;0.686;0.676;3.422;57.656;0.57656
0.692;0.683;0.685;0.685;0.676;3.421;57.656;0.57656
0.691;0.684;0.685;0.686;0.676;3.422;57.622;0.57622
0.692;0.684;0.686;0.686;0.676;3.424;57.592;0.57592
0.691;0.684;0.686;0.686;0.676;3.423;57.587;0.57587
0.691;0.684;0.685;0.686;0.676;3.422;57.582;0.57582
0.692;0.684;0.685;0.686;0.676;3.423;57.558;0.57558
0.692;0.684;0.686;0.686;0.677;3.425;57.534;0.57534
0.692;0.684;0.686;0.686;0.677;3.425;57.495;0.57495
0.692;0.684;0.686;0.686;0.677;3.425;57.49;0.5749
0.692;0.684;0.686;0.686;0.677;3.425;57.465;0.57465
0.692;0.684;0.686;0.687;0.677;3.426;57.455;0.57455
0.692;0.684;0.686;0.687;0.677;3.426;57.441;0.57441
0.692;0.684;0.686;0.687;0.677;3.426;57.382;0.57382
0.692;0.684;0.686;0.687;0.677;3.426;57.382;0.57382
0.692;0.684;0.686;0.687;0.677;3.426;57.377;0.57377
0.692;0.684;0.686;0.687;0.677;3.426;57.353;0.57353
0.692;0.684;0.686;0.687;0.677;3.426;57.358;0.57358
0.692;0.684;0.686;0.687;0.677;3.426;57.338;0.57338
0.692;0.685;0.686;0.687;0.677;3.427;57.289;0.57289
0.692;0.684;0.686;0.687;0.677;3.426;57.275;0.57275
0.692;0.684;0.687;0.687;0.677;3.427;57.26;0.5726
0.693;0.685;0.687;0.687;0.677;3.429;57.245;0.57245
0.693;0.685;0.687;0.687;0.677;3.429;57.192;0.57192
0.693;0.684;0.687;0.687;0.678;3.429;57.192;0.57192
0.693;0.685;0.687;0.687;0.678;3.43;57.177;0.57177
0.692;0.684;0.687;0.687;0.678;3.428;57.162;0.57162
0.693;0.685;0.687;0.687;0.678;3.43;57.158;0.57158
0.693;0.685;0.687;0.687;0.678;3.43;57.128;0.57128
0.693;0.685;0.687;0.687;0.678;3.43;57.07;0.5707
0.693;0.685;0.687;0.687;0.678;3.43;57.06;0.5706
0.693;0.685;0.687;0.687;0.678;3.43;57.06;0.5706
0.693;0.685;0.687;0.688;0.678;3.431;57.065;0.57065
0.693;0.685;0.687;0.688;0.678;3.431;57.04;0.5704
0.693;0.685;0.687;0.688;0.678;3.431;56.977;0.56977
0.693;0.685;0.687;0.688;0.678;3.431;56.957;0.56957
0.693;0.685;0.687;0.688;0.678;3.431;56.967;0.56967
0.693;0.685;0.687;0.688;0.678;3.431;56.967;0.56967
0.693;0.685;0.687;0.688;0.678;3.431;56.943;0.56943
0.693;0.685;0.688;0.688;0.678;3.432;56.884;0.56884
0.693;0.685;0.688;0.688;0.678;3.432;56.874;0.56874
0.693;0.685;0.687;0.688;0.678;3.431;56.845;0.56845
0.693;0.685;0.688;0.688;0.678;3.432;56.791;0.56791
0.693;0.686;0.688;0.688;0.678;3.433;56.786;0.56786
0.693;0.686;0.688;0.688;0.678;3.433;56.781;0.56781
0.693;0.686;0.688;0.688;0.678;3.433;56.781;0.56781
0.693;0.686;0.688;0.688;0.679;3.434;56.733;0.56733
0.693;0.686;0.688;0.688;0.679;3.434;56.689;0.56689
0.693;0.686;0.688;0.688;0.679;3.434;56.679;0.56679
0.693;0.686;0.688;0.688;0.678;3.433;56.689;0.56689
0.693;0.686;0.688;0.688;0.678;3.433;56.684;0.56684
0.693;0.686;0.688;0.688;0.678;3.433;56.679;0.56679
0.693;0.686;0.688;0.688;0.678;3.433;56.655;0.56655
0.693;0.686;0.688;0.688;0.679;3.434;56.625;0.56625
0.693;0.686;0.688;0.688;0.679;3.434;56.601;0.56601
0.694;0.686;0.688;0.688;0.679;3.435;56.581;0.56581
0.694;0.686;0.688;0.688;0.679;3.435;56.581;0.56581
0.694;0.686;0.688;0.688;0.679;3.435;56.581;0.56581
0.694;0.686;0.688;0.688;0.679;3.435;56.532;0.56532
0.694;0.686;0.688;0.689;0.679;3.436;56.532;0.56532
0.694;0.686;0.688;0.689;0.679;3.436;56.503;0.56503
0.694;0.686;0.688;0.689;0.679;3.436;56.488;0.56488
0.694;0.686;0.688;0.689;0.679;3.436;56.484;0.56484
0.694;0.686;0.688;0.689;0.679;3.436;56.43;0.5643
0.694;0.686;0.688;0.689;0.679;3.436;56.43;0.5643
0.694;0.686;0.688;0.689;0.679;3.436;56.386;0.56386
0.694;0.686;0.689;0.689;0.679;3.437;56.386;0.56386
0.694;0.686;0.689;0.689;0.68;3.438;56.381;0.56381
0.694;0.686;0.689;0.689;0.679;3.437;56.347;0.56347
0.694;0.687;0.689;0.689;0.68;3.439;56.303;0.56303
0.694;0.687;0.689;0.689;0.68;3.439;56.288;0.56288
0.694;0.687;0.689;0.689;0.68;3.439;56.278;0.56278
0.694;0.687;0.689;0.689;0.68;3.439;56.249;0.56249
0.694;0.687;0.689;0.689;0.68;3.439;56.234;0.56234
0.695;0.687;0.689;0.689;0.68;3.44;56.22;0.5622
0.695;0.687;0.689;0.689;0.68;3.44;56.191;0.56191
0.695;0.687;0.689;0.69;0.68;3.441;56.181;0.56181
0.695;0.687;0.689;0.689;0.68;3.44;56.132;0.56132
0.695;0.687;0.689;0.69;0.681;3.442;56.122;0.56122
0.695;0.687;0.689;0.69;0.681;3.442;56.151;0.56151
0.694;0.687;0.689;0.69;0.681;3.441;56.103;0.56103
0.694;0.687;0.689;0.69;0.681;3.441;56.093;0.56093
0.694;0.687;0.689;0.69;0.681;3.441;56.083;0.56083
0.695;0.688;0.689;0.69;0.681;3.443;56.029;0.56029
0.695;0.687;0.689;0.69;0.681;3.442;56.029;0.56029
0.695;0.688;0.69;0.69;0.681;3.444;56.02;0.5602
0.695;0.688;0.689;0.69;0.681;3.443;55.99;0.5599
0.695;0.687;0.689;0.69;0.681;3.442;55.971;0.55971
0.695;0.688;0.69;0.69;0.681;3.444;55.941;0.55941
0.695;0.688;0.69;0.69;0.681;3.444;55.902;0.55902
0.695;0.688;0.69;0.69;0.681;3.444;55.897;0.55897
0.695;0.688;0.69;0.69;0.681;3.444;55.893;0.55893
0.695;0.688;0.69;0.69;0.681;3.444;55.888;0.55888
0.695;0.688;0.69;0.69;0.681;3.444;55.849;0.55849
0.695;0.688;0.69;0.69;0.681;3.444;55.819;0.55819
0.695;0.688;0.69;0.69;0.681;3.444;55.795;0.55795
0.695;0.688;0.69;0.691;0.681;3.445;55.785;0.55785
0.696;0.688;0.69;0.691;0.681;3.446;55.712;0.55712
0.695;0.688;0.69;0.69;0.681;3.444;55.736;0.55736
0.695;0.688;0.69;0.691;0.681;3.445;55.712;0.55712
0.696;0.688;0.69;0.691;0.682;3.447;55.697;0.55697
0.696;0.688;0.69;0.691;0.682;3.447;55.692;0.55692
0.696;0.689;0.69;0.691;0.682;3.448;55.624;0.55624
0.695;0.689;0.69;0.691;0.682;3.447;55.619;0.55619
0.695;0.689;0.691;0.691;0.682;3.448;55.6;0.556
0.695;0.689;0.69;0.691;0.682;3.447;55.6;0.556
0.695;0.689;0.691;0.691;0.682;3.448;55.595;0.55595
0.695;0.689;0.691;0.691;0.682;3.448;55.575;0.55575
0.695;0.689;0.691;0.691;0.682;3.448;55.512;0.55512
0.695;0.688;0.691;0.691;0.682;3.447;55.502;0.55502
0.695;0.688;0.691;0.691;0.682;3.447;55.507;0.55507
0.696;0.688;0.691;0.691;0.682;3.448;55.502;0.55502
0.696;0.688;0.691;0.691;0.682;3.448;55.477;0.55477
0.696;0.689;0.691;0.691;0.682;3.449;55.419;0.55419
0.696;0.689;0.691;0.691;0.682;3.449;55.429;0.55429
0.696;0.688;0.691;0.691;0.682;3.448;55.399;0.55399
0.696;0.689;0.691;0.691;0.682;3.449;55.38;0.5538
0.696;0.689;0.691;0.692;0.682;3.45;55.321;0.55321
0.696;0.689;0.691;0.691;0.682;3.449;55.326;0.55326
0.696;0.689;0.691;0.692;0.682;3.45;55.302;0.55302
0.696;0.689;0.691;0.691;0.682;3.449;55.302;0.55302
0.696;0.689;0.692;0.692;0.682;3.451;55.307;0.55307
0.697;0.689;0.691;0.692;0.682;3.451;55.277;0.55277
0.697;0.689;0.692;0.692;0.683;3.453;55.214;0.55214
0.697;0.689;0.692;0.692;0.683;3.453;55.199;0.55199
0.697;0.689;0.692;0.692;0.683;3.453;55.199;0.55199
0.697;0.689;0.692;0.692;0.683;3.453;55.17;0.5517
0.697;0.69;0.692;0.692;0.683;3.454;55.121;0.55121
0.697;0.69;0.692;0.692;0.683;3.454;55.116;0.55116
0.697;0.69;0.692;0.692;0.683;3.454;55.101;0.55101
0.697;0.69;0.692;0.692;0.683;3.454;55.111;0.55111
0.697;0.69;0.692;0.692;0.683;3.454;55.092;0.55092
