U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.606;0.601;0.593;0.595;0.587;2.982;96.527;0.96527
0.605;0.6;0.592;0.594;0.586;2.977;96.527;0.96527
0.606;0.6;0.592;0.595;0.587;2.98;96.508;0.96508
0.605;0.599;0.591;0.594;0.586;2.975;96.459;0.96459
0.606;0.601;0.593;0.595;0.587;2.982;96.439;0.96439
0.605;0.6;0.591;0.594;0.586;2.976;96.444;0.96444
0.606;0.601;0.592;0.595;0.587;2.981;96.434;0.96434
0.606;0.6;0.592;0.594;0.586;2.978;96.395;0.96395
0.606;0.601;0.592;0.595;0.587;2.981;96.361;0.96361
0.606;0.601;0.593;0.595;0.587;2.982;96.342;0.96342
0.606;0.6;0.592;0.594;0.586;2.978;96.342;0.96342
0.606;0.601;0.593;0.596;0.588;2.984;96.307;0.96307
0.605;0.6;0.591;0.594;0.586;2.976;96.249;0.96249
0.607;0.602;0.594;0.596;0.588;2.987;96.263;0.96263
0.606;0.6;0.592;0.594;0.586;2.978;96.273;0.96273
0.606;0.601;0.593;0.595;0.587;2.982;96.244;0.96244
0.606;0.601;0.593;0.595;0.587;2.982;96.215;0.96215
0.606;0.601;0.593;0.595;0.587;2.982;96.161;0.96161
0.607;0.602;0.593;0.596;0.588;2.986;96.161;0.96161
0.607;0.601;0.593;0.595;0.587;2.983;96.156;0.96156
0.607;0.601;0.593;0.595;0.587;2.983;96.146;0.96146
0.607;0.602;0.594;0.596;0.588;2.987;96.122;0.96122
0.607;0.601;0.593;0.595;0.587;2.983;96.053;0.96053
0.608;0.602;0.594;0.596;0.588;2.988;96.058;0.96058
0.606;0.602;0.593;0.596;0.588;2.985;96.058;0.96058
0.606;0.602;0.593;0.596;0.588;2.985;96.053;0.96053
0.606;0.602;0.593;0.595;0.588;2.984;96.044;0.96044
0.607;0.602;0.594;0.596;0.588;2.987;96.014;0.96014
0.607;0.602;0.594;0.596;0.588;2.987;95.961;0.95961
0.607;0.602;0.594;0.596;0.588;2.987;95.956;0.95956
0.607;0.602;0.594;0.596;0.588;2.987;95.951;0.95951
0.608;0.603;0.595;0.597;0.589;2.992;95.912;0.95912
0.607;0.602;0.594;0.596;0.588;2.987;95.863;0.95863
0.608;0.603;0.595;0.597;0.589;2.992;95.863;0.95863
0.607;0.602;0.594;0.596;0.588;2.987;95.858;0.95858
0.608;0.603;0.595;0.597;0.589;2.992;95.853;0.95853
0.608;0.602;0.595;0.596;0.588;2.989;95.824;0.95824
0.608;0.603;0.595;0.596;0.589;2.991;95.765;0.95765
0.608;0.603;0.595;0.597;0.589;2.992;95.751;0.95751
0.608;0.603;0.595;0.597;0.589;2.992;95.751;0.95751
0.608;0.603;0.595;0.597;0.589;2.992;95.746;0.95746
0.608;0.603;0.595;0.596;0.588;2.99;95.726;0.95726
0.609;0.604;0.596;0.598;0.59;2.997;95.712;0.95712
0.608;0.603;0.595;0.597;0.589;2.992;95.663;0.95663
0.608;0.603;0.596;0.597;0.589;2.993;95.653;0.95653
0.609;0.603;0.596;0.598;0.589;2.995;95.633;0.95633
0.608;0.603;0.596;0.597;0.589;2.993;95.638;0.95638
0.608;0.603;0.595;0.597;0.589;2.992;95.614;0.95614
0.608;0.603;0.596;0.598;0.59;2.995;95.57;0.9557
0.609;0.604;0.597;0.598;0.59;2.998;95.575;0.95575
0.608;0.604;0.596;0.598;0.59;2.996;95.55;0.9555
0.609;0.604;0.597;0.598;0.59;2.998;95.545;0.95545
0.609;0.604;0.596;0.598;0.59;2.997;95.516;0.95516
0.609;0.604;0.596;0.598;0.59;2.997;95.458;0.95458
0.61;0.604;0.597;0.598;0.59;2.999;95.458;0.95458
0.609;0.603;0.596;0.597;0.589;2.994;95.462;0.95462
0.61;0.604;0.597;0.598;0.59;2.999;95.443;0.95443
0.609;0.604;0.596;0.598;0.59;2.997;95.404;0.95404
0.61;0.604;0.597;0.598;0.59;2.999;95.37;0.9537
0.609;0.604;0.596;0.598;0.59;2.997;95.36;0.9536
0.609;0.604;0.597;0.598;0.59;2.998;95.34;0.9534
0.609;0.604;0.596;0.598;0.59;2.997;95.331;0.95331
0.609;0.604;0.596;0.598;0.59;2.997;95.311;0.95311
0.61;0.604;0.597;0.599;0.591;3.001;95.267;0.95267
0.61;0.605;0.597;0.599;0.591;3.002;95.252;0.95252
0.61;0.604;0.597;0.598;0.59;2.999;95.243;0.95243
0.61;0.605;0.598;0.599;0.591;3.003;95.194;0.95194
0.61;0.605;0.597;0.599;0.591;3.002;95.169;0.95169
0.61;0.605;0.597;0.599;0.591;3.002;95.165;0.95165
0.61;0.605;0.597;0.599;0.591;3.002;95.16;0.9516
0.611;0.605;0.598;0.6;0.591;3.005;95.13;0.9513
0.61;0.604;0.597;0.599;0.591;3.001;95.121;0.95121
0.611;0.605;0.598;0.599;0.591;3.004;95.081;0.95081
0.611;0.605;0.598;0.6;0.592;3.006;95.047;0.95047
0.611;0.605;0.597;0.599;0.591;3.003;95.052;0.95052
0.61;0.605;0.597;0.598;0.591;3.001;95.052;0.95052
0.611;0.606;0.598;0.599;0.592;3.006;95.013;0.95013
0.61;0.605;0.598;0.599;0.591;3.003;94.984;0.94984
0.61;0.605;0.597;0.599;0.591;3.002;94.964;0.94964
0.612;0.606;0.598;0.6;0.592;3.008;94.945;0.94945
0.611;0.605;0.598;0.599;0.591;3.004;94.935;0.94935
0.612;0.606;0.599;0.6;0.592;3.009;94.915;0.94915
0.611;0.605;0.598;0.599;0.592;3.005;94.871;0.94871
0.611;0.606;0.598;0.6;0.592;3.007;94.867;0.94867
0.611;0.605;0.598;0.599;0.591;3.004;94.837;0.94837
0.612;0.606;0.599;0.6;0.592;3.009;94.828;0.94828
0.611;0.605;0.598;0.6;0.592;3.006;94.813;0.94813
0.611;0.605;0.598;0.6;0.592;3.006;94.788;0.94788
0.612;0.606;0.598;0.6;0.592;3.008;94.774;0.94774
0.611;0.605;0.598;0.599;0.591;3.004;94.774;0.94774
0.612;0.606;0.599;0.6;0.593;3.01;94.759;0.94759
0.611;0.605;0.598;0.6;0.592;3.006;94.72;0.9472
0.612;0.606;0.599;0.6;0.593;3.01;94.676;0.94676
0.612;0.606;0.599;0.6;0.593;3.01;94.671;0.94671
0.612;0.606;0.599;0.6;0.592;3.009;94.632;0.94632
0.612;0.606;0.599;0.6;0.593;3.01;94.627;0.94627
0.611;0.606;0.598;0.6;0.592;3.007;94.627;0.94627
0.612;0.606;0.599;0.601;0.593;3.011;94.598;0.94598
0.612;0.606;0.599;0.601;0.592;3.01;94.574;0.94574
0.612;0.606;0.599;0.6;0.593;3.01;94.534;0.94534
0.612;0.607;0.599;0.601;0.593;3.012;94.539;0.94539
0.612;0.606;0.598;0.6;0.592;3.008;94.525;0.94525
0.613;0.607;0.6;0.602;0.594;3.016;94.52;0.9452
0.612;0.606;0.599;0.601;0.593;3.011;94.471;0.94471
0.612;0.607;0.599;0.601;0.593;3.012;94.432;0.94432
0.612;0.606;0.599;0.601;0.593;3.011;94.447;0.94447
0.612;0.607;0.6;0.601;0.593;3.013;94.437;0.94437
0.612;0.607;0.599;0.601;0.593;3.012;94.407;0.94407
0.612;0.606;0.599;0.601;0.593;3.011;94.373;0.94373
0.613;0.607;0.6;0.602;0.594;3.016;94.364;0.94364
0.612;0.607;0.6;0.602;0.594;3.015;94.324;0.94324
0.612;0.607;0.599;0.601;0.593;3.012;94.305;0.94305
0.613;0.608;0.6;0.602;0.594;3.017;94.285;0.94285
0.612;0.607;0.599;0.601;0.593;3.012;94.281;0.94281
0.613;0.607;0.6;0.602;0.594;3.016;94.241;0.94241
0.612;0.607;0.6;0.602;0.594;3.015;94.227;0.94227
0.613;0.607;0.6;0.602;0.594;3.016;94.232;0.94232
0.613;0.607;0.6;0.602;0.594;3.016;94.222;0.94222
0.612;0.607;0.6;0.602;0.594;3.015;94.188;0.94188
0.613;0.608;0.6;0.602;0.594;3.017;94.183;0.94183
0.613;0.607;0.6;0.602;0.594;3.016;94.163;0.94163
0.613;0.608;0.6;0.602;0.594;3.017;94.11;0.9411
0.613;0.607;0.6;0.602;0.594;3.016;94.124;0.94124
0.612;0.607;0.6;0.602;0.594;3.015;94.119;0.94119
0.613;0.608;0.601;0.603;0.594;3.019;94.11;0.9411
0.613;0.607;0.6;0.602;0.594;3.016;94.061;0.94061
0.613;0.608;0.601;0.603;0.594;3.019;94.022;0.94022
0.613;0.608;0.601;0.603;0.595;3.02;94.017;0.94017
0.613;0.607;0.6;0.602;0.594;3.016;94.007;0.94007
0.613;0.607;0.601;0.602;0.595;3.018;94.012;0.94012
0.613;0.608;0.601;0.603;0.595;3.02;93.963;0.93963
0.613;0.607;0.601;0.602;0.594;3.017;93.914;0.93914
0.613;0.608;0.601;0.603;0.595;3.02;93.914;0.93914
0.613;0.608;0.601;0.603;0.595;3.02;93.904;0.93904
0.613;0.607;0.6;0.602;0.594;3.016;93.885;0.93885
0.613;0.608;0.601;0.603;0.595;3.02;93.88;0.9388
0.613;0.607;0.6;0.602;0.594;3.016;93.856;0.93856
0.614;0.608;0.601;0.603;0.595;3.021;93.826;0.93826
0.613;0.608;0.601;0.603;0.595;3.02;93.812;0.93812
0.614;0.608;0.602;0.604;0.596;3.024;93.792;0.93792
0.613;0.608;0.601;0.603;0.595;3.02;93.787;0.93787
0.613;0.608;0.602;0.603;0.595;3.021;93.773;0.93773
0.614;0.608;0.602;0.603;0.595;3.022;93.714;0.93714
0.614;0.608;0.602;0.603;0.595;3.022;93.729;0.93729
0.614;0.608;0.602;0.603;0.595;3.022;93.699;0.93699
0.614;0.608;0.601;0.603;0.595;3.021;93.675;0.93675
0.614;0.608;0.602;0.604;0.596;3.024;93.616;0.93616
0.613;0.607;0.601;0.603;0.595;3.019;93.616;0.93616
0.614;0.608;0.602;0.604;0.596;3.024;93.616;0.93616
0.614;0.608;0.601;0.604;0.596;3.023;93.597;0.93597
0.614;0.608;0.601;0.604;0.596;3.023;93.587;0.93587
0.614;0.608;0.602;0.604;0.596;3.024;93.538;0.93538
0.614;0.608;0.601;0.604;0.595;3.022;93.509;0.93509
0.615;0.609;0.603;0.605;0.596;3.028;93.499;0.93499
0.614;0.608;0.602;0.604;0.596;3.024;93.499;0.93499
0.615;0.609;0.602;0.605;0.596;3.027;93.489;0.93489
0.614;0.608;0.602;0.604;0.596;3.024;93.445;0.93445
0.615;0.609;0.603;0.605;0.597;3.029;93.421;0.93421
0.614;0.608;0.602;0.604;0.596;3.024;93.406;0.93406
0.614;0.608;0.602;0.605;0.596;3.025;93.401;0.93401
0.615;0.609;0.603;0.605;0.596;3.028;93.387;0.93387
0.615;0.609;0.603;0.605;0.596;3.028;93.353;0.93353
0.615;0.608;0.602;0.605;0.596;3.026;93.318;0.93318
0.615;0.609;0.603;0.605;0.597;3.029;93.313;0.93313
0.615;0.609;0.603;0.605;0.597;3.029;93.318;0.93318
0.615;0.609;0.603;0.605;0.597;3.029;93.289;0.93289
0.615;0.609;0.603;0.605;0.596;3.028;93.265;0.93265
0.615;0.609;0.603;0.605;0.596;3.028;93.221;0.93221
0.616;0.609;0.603;0.606;0.597;3.031;93.206;0.93206
0.615;0.609;0.603;0.606;0.597;3.03;93.196;0.93196
0.615;0.609;0.603;0.606;0.597;3.03;93.157;0.93157
0.616;0.61;0.604;0.606;0.597;3.033;93.123;0.93123
0.615;0.609;0.603;0.605;0.597;3.029;93.118;0.93118
0.616;0.609;0.604;0.606;0.597;3.032;93.113;0.93113
0.616;0.609;0.604;0.606;0.597;3.032;93.089;0.93089
0.615;0.609;0.603;0.605;0.597;3.029;93.094;0.93094
0.616;0.61;0.604;0.607;0.598;3.035;93.064;0.93064
0.615;0.609;0.604;0.606;0.597;3.031;93.011;0.93011
0.616;0.609;0.604;0.606;0.598;3.033;93.001;0.93001
0.615;0.609;0.603;0.606;0.597;3.03;92.986;0.92986
0.615;0.609;0.604;0.606;0.597;3.031;92.996;0.92996
0.615;0.609;0.603;0.606;0.597;3.03;92.976;0.92976
0.616;0.61;0.604;0.606;0.597;3.033;92.928;0.92928
0.615;0.609;0.604;0.606;0.598;3.032;92.918;0.92918
0.615;0.609;0.603;0.606;0.597;3.03;92.869;0.92869
0.616;0.61;0.604;0.606;0.598;3.034;92.893;0.92893
0.615;0.609;0.603;0.605;0.597;3.029;92.854;0.92854
0.617;0.61;0.604;0.606;0.598;3.035;92.815;0.92815
0.616;0.609;0.604;0.606;0.597;3.032;92.791;0.92791
0.616;0.609;0.604;0.606;0.597;3.032;92.801;0.92801
0.617;0.61;0.604;0.606;0.598;3.035;92.752;0.92752
0.616;0.609;0.603;0.605;0.597;3.03;92.723;0.92723
0.616;0.61;0.604;0.606;0.597;3.033;92.713;0.92713
0.616;0.61;0.604;0.606;0.598;3.034;92.698;0.92698
0.616;0.61;0.604;0.606;0.597;3.033;92.674;0.92674
0.616;0.61;0.604;0.606;0.598;3.034;92.698;0.92698
0.616;0.61;0.604;0.606;0.597;3.033;92.674;0.92674
0.616;0.61;0.604;0.606;0.597;3.033;92.625;0.92625
0.615;0.61;0.604;0.606;0.597;3.032;92.6;0.926
0.616;0.611;0.605;0.607;0.598;3.037;92.581;0.92581
0.616;0.61;0.604;0.606;0.598;3.034;92.576;0.92576
0.616;0.61;0.604;0.606;0.598;3.034;92.561;0.92561
0.616;0.611;0.605;0.607;0.598;3.037;92.532;0.92532
0.616;0.611;0.604;0.606;0.598;3.035;92.522;0.92522
0.617;0.611;0.605;0.607;0.599;3.039;92.498;0.92498
0.617;0.611;0.604;0.606;0.598;3.036;92.473;0.92473
0.617;0.611;0.605;0.607;0.598;3.038;92.429;0.92429
0.617;0.611;0.605;0.607;0.598;3.038;92.41;0.9241
0.617;0.611;0.605;0.607;0.598;3.038;92.4;0.924
0.617;0.611;0.605;0.607;0.598;3.038;92.395;0.92395
0.617;0.612;0.605;0.607;0.599;3.04;92.351;0.92351
0.617;0.611;0.605;0.607;0.598;3.038;92.332;0.92332
0.618;0.612;0.606;0.607;0.599;3.042;92.337;0.92337
0.617;0.611;0.605;0.607;0.598;3.038;92.293;0.92293
0.618;0.612;0.606;0.608;0.599;3.043;92.288;0.92288
0.617;0.611;0.605;0.608;0.599;3.04;92.303;0.92303
0.617;0.611;0.605;0.607;0.599;3.039;92.263;0.92263
0.618;0.612;0.606;0.607;0.599;3.042;92.224;0.92224
0.618;0.612;0.606;0.608;0.599;3.043;92.19;0.9219
0.618;0.612;0.606;0.608;0.599;3.043;92.19;0.9219
0.618;0.612;0.605;0.607;0.599;3.041;92.171;0.92171
0.618;0.612;0.606;0.608;0.6;3.044;92.156;0.92156
0.618;0.612;0.606;0.608;0.599;3.043;92.122;0.92122
0.619;0.612;0.606;0.608;0.599;3.044;92.083;0.92083
0.619;0.612;0.606;0.608;0.599;3.044;92.117;0.92117
0.618;0.612;0.606;0.608;0.599;3.043;92.063;0.92063
0.619;0.613;0.607;0.609;0.6;3.048;92.049;0.92049
0.618;0.612;0.606;0.608;0.599;3.043;92.034;0.92034
0.619;0.613;0.607;0.609;0.6;3.048;91.99;0.9199
0.619;0.612;0.606;0.608;0.6;3.045;91.97;0.9197
0.619;0.613;0.607;0.609;0.6;3.048;91.936;0.91936
0.618;0.613;0.607;0.609;0.6;3.047;91.936;0.91936
0.618;0.612;0.606;0.608;0.6;3.044;91.922;0.91922
0.619;0.613;0.607;0.609;0.6;3.048;91.873;0.91873
0.618;0.613;0.607;0.608;0.6;3.046;91.882;0.91882
0.619;0.613;0.607;0.609;0.6;3.048;91.863;0.91863
0.619;0.613;0.607;0.609;0.6;3.048;91.843;0.91843
0.619;0.613;0.607;0.609;0.6;3.048;91.839;0.91839
0.619;0.614;0.607;0.609;0.601;3.05;91.829;0.91829
0.618;0.613;0.606;0.608;0.6;3.045;91.78;0.9178
0.62;0.614;0.608;0.61;0.601;3.053;91.746;0.91746
0.619;0.613;0.607;0.609;0.6;3.048;91.741;0.91741
0.619;0.613;0.607;0.609;0.6;3.048;91.741;0.91741
0.619;0.613;0.607;0.609;0.6;3.048;91.731;0.91731
0.619;0.613;0.607;0.609;0.6;3.048;91.668;0.91668
0.62;0.614;0.607;0.609;0.601;3.051;91.648;0.91648
0.619;0.614;0.607;0.609;0.601;3.05;91.648;0.91648
0.619;0.614;0.607;0.609;0.6;3.049;91.643;0.91643
0.62;0.614;0.607;0.609;0.601;3.051;91.633;0.91633
0.62;0.614;0.607;0.609;0.601;3.051;91.57;0.9157
0.62;0.614;0.608;0.61;0.601;3.053;91.55;0.9155
0.62;0.614;0.607;0.609;0.601;3.051;91.55;0.9155
0.62;0.614;0.607;0.609;0.601;3.051;91.55;0.9155
0.62;0.614;0.607;0.609;0.601;3.051;91.506;0.91506
0.62;0.614;0.608;0.61;0.601;3.053;91.492;0.91492
0.62;0.614;0.608;0.61;0.601;3.053;91.472;0.91472
0.619;0.614;0.607;0.61;0.601;3.051;91.448;0.91448
0.621;0.615;0.609;0.61;0.602;3.057;91.443;0.91443
0.62;0.614;0.608;0.61;0.601;3.053;91.394;0.91394
0.621;0.615;0.609;0.611;0.602;3.058;91.365;0.91365
0.62;0.614;0.608;0.61;0.601;3.053;91.35;0.9135
0.621;0.615;0.609;0.611;0.602;3.058;91.355;0.91355
0.62;0.614;0.608;0.61;0.601;3.053;91.331;0.91331
0.621;0.615;0.609;0.611;0.602;3.058;91.287;0.91287
0.62;0.614;0.607;0.609;0.601;3.051;91.287;0.91287
0.621;0.615;0.609;0.611;0.602;3.058;91.262;0.91262
0.621;0.615;0.608;0.61;0.602;3.056;91.257;0.91257
0.622;0.615;0.609;0.611;0.602;3.059;91.233;0.91233
0.622;0.615;0.609;0.611;0.602;3.059;91.179;0.91179
0.621;0.615;0.608;0.61;0.602;3.056;91.169;0.91169
0.621;0.615;0.609;0.611;0.602;3.058;91.169;0.91169
0.621;0.615;0.608;0.611;0.602;3.057;91.155;0.91155
0.621;0.615;0.609;0.611;0.602;3.058;91.16;0.9116
0.621;0.615;0.609;0.611;0.602;3.058;91.125;0.91125
0.622;0.615;0.609;0.611;0.603;3.06;91.106;0.91106
0.621;0.615;0.609;0.611;0.602;3.058;91.077;0.91077
0.622;0.615;0.609;0.611;0.603;3.06;91.052;0.91052
0.622;0.615;0.609;0.611;0.603;3.06;91.062;0.91062
0.621;0.614;0.608;0.61;0.602;3.055;91.038;0.91038
0.622;0.616;0.61;0.612;0.604;3.064;90.998;0.90998
0.621;0.615;0.609;0.611;0.602;3.058;90.974;0.90974
0.622;0.616;0.61;0.612;0.603;3.063;90.925;0.90925
0.622;0.615;0.609;0.612;0.603;3.061;90.872;0.90872
0.622;0.615;0.61;0.612;0.603;3.062;90.872;0.90872
0.622;0.615;0.609;0.612;0.603;3.061;90.891;0.90891
0.622;0.615;0.609;0.612;0.603;3.061;90.867;0.90867
0.623;0.616;0.61;0.612;0.604;3.065;90.823;0.90823
0.622;0.615;0.609;0.612;0.603;3.061;90.788;0.90788
0.623;0.616;0.61;0.612;0.604;3.065;90.788;0.90788
0.622;0.616;0.61;0.612;0.603;3.063;90.769;0.90769
0.622;0.616;0.61;0.613;0.604;3.065;90.74;0.9074
0.623;0.616;0.61;0.613;0.604;3.066;90.73;0.9073
0.622;0.616;0.609;0.612;0.603;3.062;90.681;0.90681
0.623;0.617;0.611;0.613;0.604;3.068;90.671;0.90671
0.622;0.616;0.609;0.612;0.604;3.063;90.681;0.90681
0.623;0.617;0.611;0.613;0.604;3.068;90.657;0.90657
0.622;0.616;0.61;0.612;0.604;3.064;90.666;0.90666
0.623;0.617;0.611;0.613;0.605;3.069;90.627;0.90627
0.622;0.616;0.61;0.613;0.604;3.065;90.578;0.90578
0.623;0.617;0.611;0.613;0.605;3.069;90.593;0.90593
0.623;0.616;0.61;0.613;0.604;3.066;90.574;0.90574
0.622;0.616;0.609;0.612;0.604;3.063;90.559;0.90559
0.624;0.617;0.611;0.614;0.605;3.071;90.51;0.9051
0.622;0.616;0.61;0.613;0.604;3.065;90.486;0.90486
0.623;0.617;0.611;0.613;0.605;3.069;90.481;0.90481
0.622;0.616;0.61;0.613;0.605;3.066;90.476;0.90476
0.622;0.617;0.611;0.613;0.605;3.068;90.437;0.90437
0.622;0.617;0.611;0.613;0.605;3.068;90.393;0.90393
0.623;0.617;0.611;0.614;0.605;3.07;90.378;0.90378
0.622;0.617;0.61;0.613;0.605;3.067;90.378;0.90378
0.622;0.617;0.611;0.613;0.605;3.068;90.378;0.90378
0.623;0.618;0.611;0.614;0.605;3.071;90.334;0.90334
0.623;0.617;0.611;0.614;0.605;3.07;90.281;0.90281
0.623;0.617;0.611;0.613;0.604;3.068;90.29;0.9029
0.624;0.618;0.612;0.614;0.606;3.074;90.271;0.90271
0.622;0.617;0.61;0.613;0.604;3.066;90.222;0.90222
0.624;0.618;0.612;0.615;0.606;3.075;90.256;0.90256
0.623;0.617;0.611;0.614;0.605;3.07;90.202;0.90202
0.624;0.618;0.612;0.614;0.605;3.073;90.183;0.90183
0.624;0.618;0.611;0.614;0.605;3.072;90.188;0.90188
0.624;0.618;0.611;0.614;0.605;3.072;90.173;0.90173
0.624;0.618;0.612;0.614;0.605;3.073;90.124;0.90124
0.625;0.618;0.612;0.615;0.606;3.076;90.09;0.9009
0.624;0.618;0.611;0.614;0.605;3.072;90.085;0.90085
0.624;0.617;0.611;0.614;0.605;3.071;90.095;0.90095
0.625;0.619;0.612;0.615;0.606;3.077;90.08;0.9008
0.625;0.618;0.612;0.614;0.606;3.075;90.012;0.90012
0.625;0.618;0.612;0.614;0.606;3.075;89.988;0.89988
0.625;0.619;0.612;0.615;0.607;3.078;89.988;0.89988
0.624;0.617;0.611;0.614;0.605;3.071;89.988;0.89988
0.625;0.619;0.613;0.616;0.607;3.08;89.983;0.89983
0.625;0.618;0.612;0.615;0.606;3.076;89.919;0.89919
0.625;0.619;0.613;0.615;0.606;3.078;89.895;0.89895
0.625;0.619;0.613;0.615;0.607;3.079;89.89;0.8989
0.625;0.619;0.613;0.616;0.607;3.08;89.885;0.89885
0.625;0.619;0.613;0.615;0.607;3.079;89.846;0.89846
0.625;0.619;0.612;0.615;0.607;3.078;89.846;0.89846
0.625;0.619;0.613;0.616;0.607;3.08;89.812;0.89812
0.625;0.619;0.612;0.615;0.607;3.078;89.792;0.89792
0.625;0.618;0.612;0.615;0.606;3.076;89.782;0.89782
0.626;0.62;0.613;0.616;0.607;3.082;89.778;0.89778
0.626;0.619;0.613;0.616;0.607;3.081;89.724;0.89724
0.625;0.619;0.613;0.615;0.607;3.079;89.699;0.89699
0.626;0.619;0.613;0.616;0.607;3.081;89.699;0.89699
0.626;0.619;0.613;0.616;0.607;3.081;89.68;0.8968
0.626;0.619;0.613;0.616;0.607;3.081;89.646;0.89646
0.626;0.62;0.614;0.616;0.608;3.084;89.616;0.89616
0.625;0.619;0.613;0.615;0.607;3.079;89.597;0.89597
0.626;0.62;0.614;0.617;0.608;3.085;89.582;0.89582
0.625;0.619;0.613;0.615;0.607;3.079;89.548;0.89548
0.626;0.62;0.614;0.617;0.608;3.085;89.533;0.89533
0.625;0.619;0.613;0.616;0.607;3.08;89.563;0.89563
0.627;0.621;0.615;0.617;0.609;3.089;89.514;0.89514
0.625;0.619;0.613;0.616;0.607;3.08;89.484;0.89484
0.627;0.62;0.614;0.617;0.609;3.087;89.426;0.89426
0.625;0.619;0.613;0.616;0.607;3.08;89.441;0.89441
0.627;0.62;0.615;0.617;0.609;3.088;89.401;0.89401
0.626;0.62;0.614;0.617;0.608;3.085;89.401;0.89401
0.626;0.62;0.614;0.617;0.608;3.085;89.377;0.89377
0.627;0.62;0.614;0.617;0.608;3.086;89.333;0.89333
0.627;0.62;0.614;0.617;0.608;3.086;89.338;0.89338
0.626;0.62;0.614;0.617;0.608;3.085;89.357;0.89357
0.627;0.62;0.614;0.617;0.608;3.086;89.323;0.89323
0.627;0.62;0.614;0.617;0.608;3.086;89.294;0.89294
0.626;0.62;0.614;0.617;0.608;3.085;89.25;0.8925
0.627;0.62;0.614;0.617;0.608;3.086;89.245;0.89245
0.626;0.62;0.614;0.617;0.608;3.085;89.226;0.89226
0.626;0.62;0.614;0.617;0.608;3.085;89.216;0.89216
0.627;0.62;0.615;0.618;0.609;3.089;89.201;0.89201
0.626;0.62;0.614;0.617;0.608;3.085;89.177;0.89177
0.627;0.621;0.615;0.617;0.609;3.089;89.143;0.89143
0.627;0.62;0.615;0.617;0.609;3.088;89.152;0.89152
0.627;0.621;0.615;0.618;0.609;3.09;89.113;0.89113
0.626;0.62;0.614;0.617;0.608;3.085;89.108;0.89108
0.627;0.621;0.615;0.618;0.609;3.09;89.094;0.89094
0.626;0.62;0.614;0.617;0.609;3.086;89.03;0.8903
0.627;0.62;0.615;0.618;0.609;3.089;89.03;0.8903
0.627;0.621;0.615;0.617;0.609;3.089;89.016;0.89016
0.627;0.621;0.615;0.618;0.609;3.09;88.977;0.88977
0.626;0.62;0.614;0.617;0.609;3.086;88.928;0.88928
0.627;0.621;0.615;0.618;0.61;3.091;88.937;0.88937
0.627;0.62;0.615;0.618;0.609;3.089;88.918;0.88918
0.627;0.621;0.615;0.618;0.61;3.091;88.923;0.88923
0.627;0.621;0.615;0.618;0.61;3.091;88.898;0.88898
0.627;0.621;0.615;0.618;0.609;3.09;88.835;0.88835
0.628;0.622;0.616;0.619;0.61;3.095;88.84;0.8884
0.626;0.62;0.614;0.617;0.609;3.086;88.84;0.8884
0.628;0.622;0.616;0.619;0.611;3.096;88.806;0.88806
0.627;0.621;0.615;0.618;0.61;3.091;88.806;0.88806
0.628;0.621;0.616;0.618;0.61;3.093;88.786;0.88786
0.627;0.621;0.615;0.618;0.61;3.091;88.737;0.88737
0.627;0.621;0.615;0.618;0.61;3.091;88.723;0.88723
0.628;0.622;0.616;0.619;0.61;3.095;88.708;0.88708
0.627;0.621;0.615;0.618;0.61;3.091;88.698;0.88698
0.628;0.622;0.616;0.619;0.61;3.095;88.688;0.88688
0.628;0.622;0.616;0.619;0.61;3.095;88.625;0.88625
0.627;0.621;0.615;0.618;0.609;3.09;88.61;0.8861
0.628;0.622;0.616;0.619;0.61;3.095;88.6;0.886
0.627;0.621;0.616;0.619;0.61;3.093;88.62;0.8862
0.627;0.621;0.616;0.618;0.61;3.092;88.6;0.886
0.628;0.621;0.616;0.619;0.61;3.094;88.542;0.88542
0.628;0.622;0.616;0.619;0.611;3.096;88.527;0.88527
0.627;0.621;0.615;0.618;0.609;3.09;88.513;0.88513
0.628;0.622;0.617;0.619;0.611;3.097;88.493;0.88493
0.627;0.621;0.616;0.618;0.609;3.091;88.425;0.88425
0.628;0.622;0.617;0.619;0.61;3.096;88.439;0.88439
0.627;0.621;0.616;0.618;0.61;3.092;88.405;0.88405
0.627;0.621;0.616;0.618;0.61;3.092;88.4;0.884
0.627;0.621;0.616;0.618;0.61;3.092;88.415;0.88415
0.627;0.621;0.616;0.619;0.61;3.093;88.395;0.88395
0.627;0.621;0.616;0.619;0.61;3.093;88.332;0.88332
0.628;0.622;0.617;0.619;0.61;3.096;88.307;0.88307
0.627;0.621;0.616;0.619;0.61;3.093;88.312;0.88312
0.628;0.622;0.616;0.619;0.611;3.096;88.303;0.88303
0.627;0.622;0.616;0.619;0.61;3.094;88.239;0.88239
0.628;0.622;0.617;0.619;0.611;3.097;88.244;0.88244
0.627;0.622;0.616;0.619;0.61;3.094;88.234;0.88234
0.628;0.622;0.617;0.619;0.611;3.097;88.224;0.88224
0.629;0.622;0.617;0.619;0.611;3.098;88.224;0.88224
0.628;0.622;0.616;0.619;0.611;3.096;88.176;0.88176
0.628;0.622;0.616;0.619;0.61;3.095;88.132;0.88132
0.629;0.623;0.617;0.62;0.611;3.1;88.122;0.88122
