U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.662;0.655;0.655;0.653;0.643;3.268;73.099;0.73099
0.663;0.655;0.656;0.653;0.644;3.271;73.094;0.73094
0.662;0.656;0.655;0.653;0.644;3.27;73.069;0.73069
0.663;0.656;0.656;0.654;0.644;3.273;73.074;0.73074
0.662;0.655;0.655;0.653;0.644;3.269;73.06;0.7306
0.663;0.656;0.656;0.653;0.644;3.272;73.001;0.73001
0.663;0.656;0.656;0.654;0.644;3.273;72.982;0.72982
0.663;0.656;0.655;0.653;0.644;3.271;72.962;0.72962
0.663;0.656;0.656;0.654;0.644;3.273;72.943;0.72943
0.663;0.656;0.656;0.654;0.644;3.273;72.908;0.72908
0.663;0.656;0.655;0.654;0.644;3.272;72.903;0.72903
0.663;0.656;0.656;0.654;0.644;3.273;72.899;0.72899
0.664;0.656;0.656;0.654;0.645;3.275;72.879;0.72879
0.664;0.656;0.656;0.654;0.645;3.275;72.859;0.72859
0.663;0.656;0.655;0.653;0.644;3.271;72.806;0.72806
0.664;0.657;0.657;0.655;0.645;3.278;72.825;0.72825
0.663;0.656;0.655;0.653;0.644;3.271;72.801;0.72801
0.664;0.657;0.657;0.655;0.645;3.278;72.776;0.72776
0.663;0.656;0.655;0.653;0.644;3.271;72.757;0.72757
0.665;0.657;0.657;0.655;0.645;3.279;72.698;0.72698
0.663;0.656;0.656;0.654;0.644;3.273;72.703;0.72703
0.665;0.657;0.657;0.655;0.645;3.279;72.674;0.72674
0.664;0.656;0.656;0.654;0.645;3.275;72.679;0.72679
0.664;0.656;0.656;0.654;0.645;3.275;72.664;0.72664
0.664;0.657;0.657;0.655;0.646;3.279;72.61;0.7261
0.664;0.657;0.656;0.654;0.645;3.276;72.606;0.72606
0.664;0.657;0.656;0.654;0.645;3.276;72.591;0.72591
0.664;0.657;0.657;0.655;0.645;3.278;72.576;0.72576
0.664;0.656;0.656;0.654;0.645;3.275;72.552;0.72552
0.664;0.657;0.657;0.655;0.645;3.278;72.503;0.72503
0.664;0.656;0.656;0.654;0.645;3.275;72.503;0.72503
0.665;0.657;0.658;0.655;0.646;3.281;72.503;0.72503
0.664;0.657;0.657;0.655;0.645;3.278;72.474;0.72474
0.665;0.657;0.657;0.655;0.646;3.28;72.454;0.72454
0.664;0.657;0.657;0.655;0.645;3.278;72.415;0.72415
0.665;0.657;0.658;0.655;0.646;3.281;72.4;0.724
0.664;0.657;0.657;0.655;0.646;3.279;72.4;0.724
0.663;0.656;0.656;0.654;0.645;3.274;72.371;0.72371
0.665;0.658;0.658;0.656;0.646;3.283;72.391;0.72391
0.664;0.657;0.657;0.654;0.645;3.277;72.356;0.72356
0.665;0.658;0.658;0.655;0.646;3.282;72.312;0.72312
0.663;0.656;0.656;0.654;0.645;3.274;72.303;0.72303
0.666;0.659;0.659;0.656;0.647;3.287;72.269;0.72269
0.664;0.657;0.657;0.655;0.645;3.278;72.283;0.72283
0.665;0.658;0.658;0.656;0.646;3.283;72.254;0.72254
0.664;0.657;0.657;0.655;0.645;3.278;72.19;0.7219
0.665;0.658;0.658;0.656;0.647;3.284;72.161;0.72161
0.664;0.657;0.657;0.655;0.646;3.279;72.171;0.72171
0.665;0.658;0.658;0.656;0.647;3.284;72.156;0.72156
0.665;0.658;0.658;0.656;0.647;3.284;72.117;0.72117
0.665;0.658;0.658;0.656;0.646;3.283;72.112;0.72112
0.664;0.657;0.657;0.655;0.646;3.279;72.107;0.72107
0.666;0.659;0.659;0.656;0.647;3.287;72.073;0.72073
0.664;0.657;0.657;0.655;0.646;3.279;72.034;0.72034
0.666;0.659;0.659;0.657;0.648;3.289;72.019;0.72019
0.664;0.657;0.657;0.655;0.646;3.279;71.99;0.7199
0.666;0.659;0.659;0.657;0.648;3.289;71.946;0.71946
0.665;0.658;0.658;0.656;0.646;3.283;71.956;0.71956
0.666;0.659;0.659;0.657;0.647;3.288;71.917;0.71917
0.665;0.658;0.658;0.656;0.646;3.283;71.917;0.71917
0.666;0.659;0.659;0.657;0.648;3.289;71.917;0.71917
0.665;0.658;0.657;0.655;0.646;3.281;71.907;0.71907
0.666;0.659;0.66;0.657;0.648;3.29;71.848;0.71848
0.665;0.658;0.658;0.655;0.646;3.282;71.819;0.71819
0.666;0.659;0.66;0.657;0.648;3.29;71.819;0.71819
0.665;0.658;0.659;0.656;0.647;3.285;71.819;0.71819
0.666;0.659;0.659;0.656;0.647;3.287;71.809;0.71809
0.666;0.659;0.659;0.657;0.647;3.288;71.736;0.71736
0.666;0.659;0.659;0.657;0.647;3.288;71.722;0.71722
0.665;0.659;0.659;0.656;0.647;3.286;71.717;0.71717
0.666;0.659;0.659;0.657;0.648;3.289;71.712;0.71712
0.665;0.658;0.658;0.656;0.647;3.284;71.648;0.71648
0.666;0.659;0.66;0.657;0.648;3.29;71.653;0.71653
0.665;0.658;0.658;0.656;0.647;3.284;71.643;0.71643
0.667;0.659;0.66;0.657;0.648;3.291;71.624;0.71624
0.666;0.659;0.659;0.657;0.648;3.289;71.619;0.71619
0.666;0.659;0.659;0.657;0.648;3.289;71.604;0.71604
0.666;0.659;0.66;0.657;0.648;3.29;71.541;0.71541
0.666;0.659;0.659;0.657;0.648;3.289;71.526;0.71526
0.666;0.659;0.659;0.657;0.648;3.289;71.526;0.71526
0.667;0.66;0.66;0.658;0.648;3.293;71.526;0.71526
0.666;0.659;0.659;0.657;0.648;3.289;71.512;0.71512
0.666;0.66;0.66;0.658;0.648;3.292;71.443;0.71443
0.667;0.66;0.66;0.658;0.648;3.293;71.428;0.71428
0.666;0.659;0.659;0.657;0.648;3.289;71.419;0.71419
0.666;0.66;0.66;0.658;0.649;3.293;71.424;0.71424
0.666;0.659;0.659;0.658;0.648;3.29;71.414;0.71414
0.666;0.659;0.659;0.657;0.648;3.289;71.35;0.7135
0.667;0.66;0.66;0.659;0.649;3.295;71.331;0.71331
0.666;0.659;0.659;0.657;0.648;3.289;71.316;0.71316
0.667;0.66;0.66;0.659;0.649;3.295;71.292;0.71292
0.666;0.659;0.66;0.658;0.649;3.292;71.258;0.71258
0.666;0.659;0.66;0.658;0.649;3.292;71.238;0.71238
0.667;0.66;0.661;0.659;0.649;3.296;71.233;0.71233
0.666;0.659;0.66;0.658;0.649;3.292;71.209;0.71209
0.667;0.659;0.66;0.658;0.649;3.293;71.194;0.71194
0.666;0.659;0.66;0.658;0.649;3.292;71.15;0.7115
0.667;0.66;0.661;0.659;0.65;3.297;71.15;0.7115
0.666;0.659;0.66;0.658;0.649;3.292;71.135;0.71135
0.667;0.66;0.66;0.659;0.649;3.295;71.121;0.71121
0.666;0.659;0.66;0.658;0.649;3.292;71.131;0.71131
0.667;0.66;0.661;0.659;0.65;3.297;71.116;0.71116
0.666;0.66;0.66;0.658;0.649;3.293;71.048;0.71048
0.667;0.661;0.661;0.659;0.65;3.298;71.028;0.71028
0.666;0.66;0.66;0.658;0.649;3.293;71.033;0.71033
0.667;0.66;0.661;0.659;0.65;3.297;71.028;0.71028
0.666;0.66;0.66;0.658;0.649;3.293;71.004;0.71004
0.667;0.66;0.66;0.659;0.65;3.296;70.955;0.70955
0.668;0.66;0.661;0.659;0.65;3.298;70.94;0.7094
0.668;0.66;0.661;0.659;0.65;3.298;70.935;0.70935
0.667;0.66;0.66;0.659;0.649;3.295;70.911;0.70911
0.667;0.66;0.661;0.659;0.65;3.297;70.852;0.70852
0.668;0.66;0.661;0.659;0.65;3.298;70.842;0.70842
0.668;0.661;0.661;0.659;0.65;3.299;70.833;0.70833
0.667;0.66;0.66;0.659;0.649;3.295;70.823;0.70823
0.668;0.661;0.661;0.659;0.65;3.299;70.813;0.70813
0.667;0.66;0.661;0.659;0.65;3.297;70.754;0.70754
0.668;0.661;0.661;0.659;0.65;3.299;70.745;0.70745
0.667;0.66;0.66;0.659;0.65;3.296;70.754;0.70754
0.668;0.661;0.662;0.66;0.65;3.301;70.711;0.70711
0.667;0.66;0.66;0.659;0.649;3.295;70.652;0.70652
0.669;0.662;0.662;0.66;0.651;3.304;70.652;0.70652
0.667;0.66;0.66;0.659;0.65;3.296;70.647;0.70647
0.668;0.662;0.662;0.66;0.651;3.303;70.637;0.70637
0.668;0.66;0.661;0.659;0.65;3.298;70.613;0.70613
0.668;0.661;0.662;0.66;0.651;3.302;70.554;0.70554
0.668;0.66;0.661;0.659;0.65;3.298;70.554;0.70554
0.668;0.661;0.661;0.659;0.651;3.3;70.554;0.70554
0.668;0.661;0.661;0.66;0.65;3.3;70.544;0.70544
0.668;0.661;0.661;0.66;0.651;3.301;70.501;0.70501
0.668;0.661;0.661;0.659;0.65;3.299;70.461;0.70461
0.668;0.661;0.662;0.66;0.651;3.302;70.452;0.70452
0.668;0.661;0.661;0.659;0.65;3.299;70.457;0.70457
0.669;0.662;0.662;0.661;0.651;3.305;70.427;0.70427
0.668;0.66;0.661;0.659;0.65;3.298;70.393;0.70393
0.669;0.662;0.662;0.661;0.651;3.305;70.359;0.70359
0.668;0.661;0.661;0.659;0.65;3.299;70.359;0.70359
0.669;0.662;0.662;0.66;0.651;3.304;70.354;0.70354
0.668;0.661;0.661;0.659;0.65;3.299;70.349;0.70349
0.669;0.662;0.663;0.661;0.652;3.307;70.32;0.7032
0.668;0.661;0.661;0.659;0.65;3.299;70.305;0.70305
0.669;0.662;0.663;0.661;0.652;3.307;70.261;0.70261
0.668;0.66;0.661;0.659;0.65;3.298;70.251;0.70251
0.67;0.662;0.663;0.661;0.652;3.308;70.222;0.70222
0.668;0.661;0.662;0.66;0.651;3.302;70.237;0.70237
0.669;0.662;0.663;0.661;0.652;3.307;70.207;0.70207
0.668;0.661;0.662;0.66;0.651;3.302;70.164;0.70164
0.67;0.662;0.663;0.661;0.652;3.308;70.164;0.70164
0.669;0.661;0.661;0.66;0.651;3.302;70.159;0.70159
0.67;0.663;0.663;0.661;0.652;3.309;70.11;0.7011
0.668;0.661;0.662;0.66;0.651;3.302;70.1;0.701
0.669;0.663;0.663;0.661;0.652;3.308;70.061;0.70061
0.668;0.661;0.662;0.66;0.651;3.302;70.046;0.70046
0.67;0.663;0.663;0.661;0.652;3.309;70.027;0.70027
0.669;0.662;0.662;0.661;0.651;3.305;70.017;0.70017
0.669;0.662;0.662;0.661;0.652;3.306;69.963;0.69963
0.669;0.662;0.662;0.66;0.652;3.305;69.963;0.69963
0.669;0.662;0.662;0.661;0.652;3.306;69.958;0.69958
0.67;0.663;0.663;0.661;0.652;3.309;69.919;0.69919
0.669;0.662;0.662;0.661;0.652;3.306;69.885;0.69885
0.669;0.662;0.662;0.66;0.651;3.304;69.866;0.69866
0.67;0.663;0.663;0.662;0.653;3.311;69.861;0.69861
0.669;0.663;0.663;0.661;0.652;3.308;69.866;0.69866
0.67;0.663;0.663;0.661;0.652;3.309;69.822;0.69822
0.67;0.663;0.663;0.661;0.652;3.309;69.812;0.69812
0.67;0.663;0.663;0.661;0.653;3.31;69.807;0.69807
0.67;0.663;0.663;0.661;0.652;3.309;69.753;0.69753
0.67;0.663;0.663;0.661;0.652;3.309;69.729;0.69729
0.67;0.663;0.663;0.661;0.652;3.309;69.714;0.69714
0.67;0.663;0.664;0.662;0.653;3.312;69.704;0.69704
0.67;0.663;0.664;0.661;0.652;3.31;69.67;0.6967
0.67;0.663;0.664;0.662;0.653;3.312;69.66;0.6966
0.67;0.663;0.664;0.662;0.653;3.312;69.631;0.69631
0.67;0.663;0.664;0.662;0.653;3.312;69.607;0.69607
0.67;0.663;0.664;0.662;0.653;3.312;69.621;0.69621
0.67;0.663;0.664;0.662;0.653;3.312;69.602;0.69602
0.671;0.664;0.665;0.662;0.654;3.316;69.558;0.69558
0.67;0.663;0.664;0.661;0.652;3.31;69.514;0.69514
0.671;0.664;0.665;0.662;0.653;3.315;69.538;0.69538
0.67;0.663;0.663;0.661;0.652;3.309;69.494;0.69494
0.671;0.664;0.665;0.663;0.654;3.317;69.47;0.6947
0.67;0.663;0.664;0.661;0.653;3.311;69.46;0.6946
0.671;0.664;0.665;0.663;0.654;3.317;69.411;0.69411
0.67;0.663;0.664;0.661;0.652;3.31;69.426;0.69426
0.671;0.664;0.665;0.663;0.654;3.317;69.407;0.69407
0.67;0.663;0.663;0.661;0.652;3.309;69.392;0.69392
0.672;0.665;0.666;0.663;0.654;3.32;69.377;0.69377
0.671;0.663;0.664;0.662;0.653;3.313;69.363;0.69363
0.671;0.664;0.665;0.663;0.654;3.317;69.319;0.69319
0.67;0.663;0.664;0.661;0.653;3.311;69.294;0.69294
0.672;0.665;0.666;0.663;0.655;3.321;69.275;0.69275
0.67;0.664;0.664;0.662;0.653;3.313;69.255;0.69255
0.671;0.664;0.665;0.663;0.654;3.317;69.211;0.69211
0.671;0.664;0.665;0.662;0.653;3.315;69.206;0.69206
0.672;0.665;0.666;0.663;0.654;3.32;69.211;0.69211
0.671;0.664;0.664;0.662;0.653;3.314;69.187;0.69187
0.672;0.665;0.666;0.664;0.655;3.322;69.182;0.69182
0.671;0.665;0.666;0.663;0.654;3.319;69.172;0.69172
0.671;0.665;0.666;0.663;0.654;3.319;69.153;0.69153
0.671;0.664;0.665;0.663;0.654;3.317;69.162;0.69162
0.671;0.665;0.666;0.663;0.655;3.32;69.143;0.69143
0.67;0.664;0.665;0.663;0.654;3.316;69.109;0.69109
0.672;0.665;0.666;0.664;0.655;3.322;69.07;0.6907
0.67;0.664;0.665;0.662;0.654;3.315;69.074;0.69074
0.672;0.665;0.666;0.664;0.655;3.322;69.074;0.69074
0.671;0.664;0.665;0.662;0.654;3.316;69.055;0.69055
0.672;0.665;0.666;0.664;0.655;3.322;68.996;0.68996
0.671;0.664;0.665;0.662;0.654;3.316;68.991;0.68991
0.672;0.666;0.667;0.664;0.655;3.324;68.982;0.68982
0.671;0.665;0.666;0.663;0.654;3.319;68.933;0.68933
0.672;0.665;0.666;0.663;0.655;3.321;68.899;0.68899
0.671;0.664;0.665;0.663;0.654;3.317;68.894;0.68894
0.672;0.666;0.667;0.664;0.655;3.324;68.894;0.68894
0.671;0.664;0.665;0.663;0.654;3.317;68.879;0.68879
0.673;0.666;0.667;0.664;0.656;3.326;68.84;0.6884
0.671;0.665;0.666;0.663;0.655;3.32;68.801;0.68801
0.672;0.666;0.667;0.664;0.655;3.324;68.796;0.68796
0.672;0.666;0.666;0.664;0.655;3.323;68.781;0.68781
0.672;0.666;0.666;0.664;0.655;3.323;68.772;0.68772
0.672;0.665;0.666;0.663;0.655;3.321;68.762;0.68762
0.673;0.666;0.667;0.665;0.656;3.327;68.772;0.68772
0.671;0.665;0.666;0.663;0.654;3.319;68.703;0.68703
0.673;0.666;0.667;0.665;0.656;3.327;68.693;0.68693
0.672;0.665;0.666;0.664;0.655;3.322;68.659;0.68659
0.673;0.667;0.667;0.665;0.656;3.328;68.606;0.68606
0.672;0.665;0.666;0.664;0.655;3.322;68.601;0.68601
0.673;0.667;0.667;0.665;0.656;3.328;68.596;0.68596
0.672;0.665;0.666;0.664;0.655;3.322;68.596;0.68596
0.674;0.667;0.668;0.665;0.656;3.33;68.562;0.68562
0.672;0.665;0.666;0.663;0.655;3.321;68.503;0.68503
0.674;0.667;0.668;0.665;0.656;3.33;68.513;0.68513
0.673;0.666;0.667;0.665;0.656;3.327;68.498;0.68498
0.673;0.666;0.667;0.664;0.656;3.326;68.469;0.68469
0.673;0.667;0.667;0.665;0.656;3.328;68.459;0.68459
0.673;0.666;0.667;0.664;0.656;3.326;68.405;0.68405
0.673;0.666;0.667;0.665;0.656;3.327;68.41;0.6841
0.673;0.666;0.667;0.665;0.656;3.327;68.4;0.684
0.673;0.666;0.667;0.665;0.656;3.327;68.396;0.68396
0.673;0.666;0.668;0.665;0.657;3.329;68.376;0.68376
0.673;0.666;0.667;0.665;0.656;3.327;68.366;0.68366
0.673;0.667;0.667;0.665;0.657;3.329;68.308;0.68308
0.672;0.666;0.667;0.664;0.656;3.325;68.308;0.68308
0.674;0.667;0.668;0.665;0.657;3.331;68.303;0.68303
0.673;0.666;0.668;0.665;0.657;3.329;68.249;0.68249
0.673;0.666;0.667;0.665;0.656;3.327;68.205;0.68205
0.674;0.667;0.668;0.666;0.657;3.332;68.205;0.68205
0.673;0.666;0.667;0.664;0.656;3.326;68.205;0.68205
0.674;0.667;0.669;0.666;0.657;3.333;68.205;0.68205
0.673;0.666;0.667;0.664;0.656;3.326;68.156;0.68156
0.674;0.668;0.669;0.666;0.658;3.335;68.156;0.68156
0.673;0.666;0.667;0.665;0.656;3.327;68.112;0.68112
0.674;0.668;0.669;0.666;0.658;3.335;68.098;0.68098
0.673;0.666;0.667;0.664;0.656;3.326;68.083;0.68083
0.674;0.668;0.669;0.666;0.658;3.335;68.059;0.68059
0.674;0.666;0.668;0.665;0.657;3.33;68.024;0.68024
0.674;0.667;0.668;0.666;0.657;3.332;68.015;0.68015
0.674;0.667;0.668;0.666;0.657;3.332;68;0.68
0.674;0.667;0.668;0.665;0.657;3.331;67.976;0.67976
0.674;0.667;0.668;0.666;0.657;3.332;67.971;0.67971
0.674;0.667;0.668;0.666;0.657;3.332;67.946;0.67946
0.674;0.667;0.668;0.666;0.658;3.333;67.912;0.67912
0.674;0.667;0.669;0.667;0.658;3.335;67.907;0.67907
0.674;0.667;0.668;0.666;0.657;3.332;67.863;0.67863
0.674;0.668;0.669;0.667;0.658;3.336;67.863;0.67863
0.674;0.667;0.668;0.666;0.657;3.332;67.839;0.67839
0.675;0.668;0.669;0.667;0.658;3.337;67.819;0.67819
0.673;0.667;0.668;0.666;0.657;3.331;67.805;0.67805
0.674;0.668;0.67;0.667;0.659;3.338;67.78;0.6778
0.674;0.667;0.668;0.666;0.657;3.332;67.766;0.67766
0.675;0.668;0.669;0.667;0.659;3.338;67.736;0.67736
0.673;0.666;0.667;0.665;0.657;3.328;67.717;0.67717
0.675;0.669;0.67;0.668;0.659;3.341;67.707;0.67707
0.674;0.668;0.669;0.667;0.658;3.336;67.668;0.67668
0.674;0.668;0.669;0.667;0.658;3.336;67.663;0.67663
0.674;0.667;0.669;0.666;0.658;3.334;67.639;0.67639
0.675;0.668;0.669;0.667;0.658;3.337;67.614;0.67614
0.675;0.669;0.67;0.668;0.659;3.341;67.609;0.67609
0.674;0.668;0.669;0.667;0.658;3.336;67.555;0.67555
0.675;0.668;0.669;0.667;0.658;3.337;67.546;0.67546
0.675;0.668;0.669;0.667;0.659;3.338;67.546;0.67546
0.675;0.669;0.67;0.668;0.659;3.341;67.516;0.67516
0.675;0.668;0.669;0.667;0.658;3.337;67.453;0.67453
0.675;0.669;0.67;0.668;0.659;3.341;67.448;0.67448
0.674;0.668;0.669;0.667;0.658;3.336;67.468;0.67468
0.676;0.669;0.67;0.668;0.659;3.342;67.433;0.67433
0.674;0.668;0.669;0.667;0.658;3.336;67.414;0.67414
0.676;0.669;0.67;0.668;0.66;3.343;67.35;0.6735
0.674;0.668;0.669;0.667;0.658;3.336;67.345;0.67345
0.676;0.669;0.67;0.668;0.66;3.343;67.355;0.67355
0.675;0.668;0.669;0.667;0.658;3.337;67.331;0.67331
0.676;0.669;0.671;0.669;0.66;3.345;67.306;0.67306
0.675;0.668;0.669;0.667;0.658;3.337;67.258;0.67258
0.676;0.669;0.671;0.669;0.66;3.345;67.243;0.67243
0.674;0.668;0.67;0.668;0.659;3.339;67.248;0.67248
0.675;0.67;0.671;0.669;0.66;3.345;67.253;0.67253
0.675;0.668;0.669;0.668;0.659;3.339;67.204;0.67204
0.676;0.67;0.671;0.669;0.66;3.346;67.179;0.67179
0.676;0.67;0.671;0.669;0.66;3.346;67.165;0.67165
0.675;0.668;0.669;0.668;0.659;3.339;67.15;0.6715
0.675;0.669;0.67;0.668;0.659;3.341;67.145;0.67145
0.675;0.669;0.67;0.669;0.659;3.342;67.106;0.67106
0.675;0.668;0.669;0.668;0.659;3.339;67.057;0.67057
0.676;0.67;0.671;0.669;0.66;3.346;67.052;0.67052
0.676;0.669;0.671;0.669;0.659;3.344;67.048;0.67048
0.675;0.668;0.67;0.668;0.659;3.34;67.043;0.67043
0.676;0.669;0.671;0.669;0.66;3.345;67.038;0.67038
0.676;0.669;0.67;0.669;0.659;3.343;67.004;0.67004
0.676;0.67;0.671;0.669;0.66;3.346;66.969;0.66969
0.675;0.669;0.67;0.668;0.659;3.341;66.955;0.66955
0.677;0.67;0.672;0.67;0.661;3.35;66.95;0.6695
0.675;0.669;0.67;0.668;0.659;3.341;66.925;0.66925
0.677;0.67;0.671;0.669;0.66;3.347;66.901;0.66901
0.675;0.669;0.67;0.668;0.659;3.341;66.857;0.66857
0.677;0.67;0.672;0.67;0.661;3.35;66.877;0.66877
0.676;0.669;0.67;0.668;0.66;3.343;66.847;0.66847
0.677;0.67;0.672;0.67;0.661;3.35;66.813;0.66813
0.676;0.67;0.671;0.669;0.66;3.346;66.764;0.66764
0.677;0.67;0.672;0.67;0.661;3.35;66.745;0.66745
0.676;0.669;0.671;0.668;0.66;3.344;66.75;0.6675
0.677;0.67;0.672;0.67;0.661;3.35;66.75;0.6675
0.676;0.67;0.671;0.67;0.661;3.348;66.706;0.66706
0.677;0.67;0.672;0.67;0.661;3.35;66.657;0.66657
0.676;0.67;0.671;0.67;0.66;3.347;66.647;0.66647
0.677;0.67;0.672;0.67;0.661;3.35;66.642;0.66642
0.677;0.67;0.672;0.67;0.661;3.35;66.647;0.66647
0.676;0.67;0.671;0.669;0.66;3.346;66.637;0.66637
0.677;0.67;0.672;0.67;0.661;3.35;66.618;0.66618
0.677;0.67;0.672;0.67;0.661;3.35;66.554;0.66554
0.677;0.671;0.672;0.671;0.661;3.352;66.545;0.66545
0.676;0.67;0.671;0.669;0.66;3.346;66.54;0.6654
0.677;0.671;0.672;0.671;0.661;3.352;66.51;0.6651
0.677;0.67;0.672;0.67;0.661;3.35;66.457;0.66457
0.678;0.671;0.672;0.671;0.662;3.354;66.452;0.66452
0.677;0.67;0.672;0.67;0.661;3.35;66.432;0.66432
0.678;0.671;0.673;0.672;0.662;3.356;66.437;0.66437
0.677;0.67;0.672;0.67;0.661;3.35;66.437;0.66437
0.678;0.671;0.673;0.671;0.662;3.355;66.413;0.66413
0.677;0.67;0.672;0.67;0.661;3.35;66.344;0.66344
0.678;0.672;0.673;0.672;0.662;3.357;66.335;0.66335
0.677;0.67;0.672;0.67;0.661;3.35;66.33;0.6633
0.678;0.671;0.673;0.671;0.662;3.355;66.325;0.66325
0.677;0.67;0.672;0.67;0.661;3.35;66.291;0.66291
0.678;0.672;0.673;0.671;0.662;3.356;66.247;0.66247
0.677;0.67;0.672;0.67;0.661;3.35;66.256;0.66256
0.678;0.672;0.673;0.672;0.662;3.357;66.237;0.66237
0.677;0.671;0.672;0.67;0.661;3.351;66.193;0.66193
0.678;0.672;0.673;0.672;0.662;3.357;66.164;0.66164
0.677;0.671;0.673;0.671;0.662;3.354;66.164;0.66164
0.678;0.672;0.674;0.672;0.662;3.358;66.149;0.66149
0.677;0.671;0.672;0.67;0.661;3.351;66.12;0.6612
0.678;0.673;0.674;0.672;0.663;3.36;66.1;0.661
0.677;0.671;0.673;0.671;0.662;3.354;66.061;0.66061
0.678;0.672;0.673;0.672;0.662;3.357;66.056;0.66056
0.677;0.672;0.673;0.671;0.662;3.355;66.032;0.66032
0.678;0.673;0.674;0.672;0.663;3.36;66.032;0.66032
0.677;0.671;0.672;0.671;0.661;3.352;66.032;0.66032
0.679;0.673;0.674;0.672;0.663;3.361;65.958;0.65958
0.677;0.672;0.673;0.671;0.662;3.355;65.958;0.65958
0.679;0.673;0.674;0.672;0.663;3.361;65.954;0.65954
0.677;0.672;0.673;0.671;0.662;3.355;65.934;0.65934
0.679;0.673;0.675;0.673;0.663;3.363;65.895;0.65895
0.677;0.672;0.673;0.671;0.662;3.355;65.861;0.65861
0.678;0.673;0.675;0.672;0.663;3.361;65.851;0.65851
0.678;0.672;0.673;0.671;0.662;3.356;65.822;0.65822
0.679;0.673;0.675;0.673;0.664;3.364;65.802;0.65802
0.678;0.673;0.674;0.672;0.663;3.36;65.807;0.65807
0.679;0.673;0.674;0.672;0.663;3.361;65.763;0.65763
0.678;0.672;0.674;0.672;0.663;3.359;65.763;0.65763
0.679;0.673;0.675;0.673;0.664;3.364;65.758;0.65758
0.678;0.672;0.673;0.671;0.662;3.356;65.724;0.65724
0.679;0.674;0.675;0.673;0.664;3.365;65.719;0.65719
0.679;0.672;0.674;0.672;0.663;3.36;65.709;0.65709
0.679;0.673;0.675;0.672;0.664;3.363;65.665;0.65665
0.679;0.672;0.674;0.672;0.663;3.36;65.665;0.65665
0.68;0.673;0.675;0.673;0.664;3.365;65.621;0.65621
0.679;0.673;0.674;0.672;0.663;3.361;65.597;0.65597
0.679;0.673;0.675;0.673;0.664;3.364;65.573;0.65573
0.679;0.673;0.674;0.672;0.663;3.361;65.558;0.65558
0.68;0.674;0.675;0.673;0.664;3.366;65.509;0.65509
0.679;0.673;0.674;0.672;0.663;3.361;65.49;0.6549
0.679;0.674;0.675;0.673;0.664;3.365;65.499;0.65499
0.679;0.673;0.674;0.672;0.663;3.361;65.465;0.65465
0.68;0.674;0.675;0.673;0.664;3.366;65.47;0.6547
0.679;0.673;0.674;0.672;0.663;3.361;65.451;0.65451
0.68;0.674;0.675;0.673;0.664;3.366;65.407;0.65407
0.679;0.673;0.674;0.672;0.663;3.361;65.372;0.65372
0.679;0.674;0.675;0.673;0.664;3.365;65.372;0.65372
0.679;0.673;0.674;0.672;0.663;3.361;65.358;0.65358
0.68;0.674;0.675;0.673;0.664;3.366;65.309;0.65309
0.679;0.673;0.674;0.672;0.663;3.361;65.289;0.65289
0.68;0.674;0.676;0.674;0.665;3.369;65.27;0.6527
0.679;0.673;0.674;0.672;0.663;3.361;65.275;0.65275
0.68;0.674;0.676;0.673;0.665;3.368;65.275;0.65275
0.679;0.673;0.675;0.673;0.664;3.364;65.25;0.6525
0.68;0.674;0.675;0.673;0.665;3.367;65.201;0.65201
0.679;0.673;0.675;0.673;0.664;3.364;65.177;0.65177
0.68;0.674;0.676;0.674;0.665;3.369;65.172;0.65172
0.68;0.674;0.675;0.673;0.664;3.366;65.143;0.65143
0.68;0.674;0.675;0.673;0.664;3.366;65.109;0.65109
0.68;0.674;0.675;0.673;0.664;3.366;65.099;0.65099
0.68;0.674;0.675;0.673;0.664;3.366;65.099;0.65099
0.68;0.674;0.676;0.674;0.664;3.368;65.079;0.65079
0.68;0.674;0.676;0.674;0.665;3.369;65.055;0.65055
0.68;0.674;0.675;0.673;0.664;3.366;65.006;0.65006
0.681;0.675;0.676;0.674;0.665;3.371;64.987;0.64987
0.679;0.674;0.675;0.673;0.664;3.365;64.977;0.64977
0.681;0.675;0.676;0.674;0.666;3.372;64.977;0.64977
0.68;0.674;0.675;0.673;0.664;3.366;64.977;0.64977
0.681;0.675;0.676;0.674;0.665;3.371;64.943;0.64943
0.68;0.674;0.675;0.673;0.664;3.366;64.899;0.64899
0.682;0.675;0.677;0.675;0.666;3.375;64.869;0.64869
0.68;0.674;0.675;0.673;0.665;3.367;64.874;0.64874
0.681;0.675;0.676;0.674;0.665;3.371;64.879;0.64879
0.68;0.674;0.675;0.673;0.664;3.366;64.864;0.64864
0.682;0.675;0.677;0.675;0.666;3.375;64.801;0.64801
0.68;0.675;0.676;0.674;0.665;3.37;64.781;0.64781
0.681;0.675;0.676;0.674;0.665;3.371;64.781;0.64781
0.68;0.674;0.676;0.674;0.665;3.369;64.767;0.64767
0.681;0.675;0.677;0.675;0.666;3.374;64.737;0.64737
0.681;0.675;0.677;0.675;0.666;3.374;64.718;0.64718
0.68;0.674;0.676;0.674;0.665;3.369;64.684;0.64684
0.681;0.675;0.676;0.675;0.666;3.373;64.669;0.64669
